Citra,Lable,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195
/content/Crop ROI/nta/nta90.jpg,nta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,9,42,0,0,11,81,0,0,3,101,0,13,0,91,0,30,0,51,0,20,0,12,0,0,44,114,3,0,31,113,0,0,17,95,0,1,3,102,0,11,0,95,0,47,0,79,0,112,0,37,0,0,11,12,3,0,2,3,0,0,12,0,1,9,65,6,1,9,10,3,0,1,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,6,62,0,14,3,75,0,14,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,15,0,7,2,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/nta/nta88.jpg,nta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,11,24,0,0,21,75,0,4,4,112,0,25,0,79,0,36,0,49,0,18,0,19,0,0,59,59,1,0,62,86,0,0,25,75,0,2,4,78,0,23,0,73,0,50,0,68,0,74,0,67,3,0,41,26,4,0,8,7,0,0,1,0,0,5,25,6,5,23,24,12,10,1,0,0,0,7,0,3,1,0,1,1,1,0,0,0,0,4,10,0,5,15,89,4,38,6,23,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,5,22,25,0,13,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/nta/nta87.jpg,nta,0,0,0,0,0,0,5,0,0,1,12,0,4,2,12,0,4,1,13,0,2,0,14,0,3,0,6,0,0,24,29,0,0,41,89,0,0,21,131,0,4,14,142,0,17,6,137,0,30,0,130,0,89,0,53,1,6,73,63,0,0,29,42,0,0,6,25,0,0,1,15,0,1,0,15,0,4,0,12,0,29,0,10,1,3,9,6,0,0,0,0,0,0,0,0,0,0,20,1,2,20,48,10,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,95,1,27,2,47,1,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,18,6,53,0,38,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/nta/nta2.jpg,nta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,30,0,6,18,109,2,38,1,90,6,38,0,56,2,12,0,44,0,6,1,49,0,11,3,39,0,22,74,31,9,7,26,53,13,33,51,55,59,47,2,67,7,30,0,114,0,12,6,126,0,23,12,107,0,0,10,1,9,3,6,0,11,6,15,0,25,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/nta/nta46.jpg,nta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,15,56,0,0,7,95,0,8,3,93,0,19,0,81,0,23,0,47,0,17,0,14,0,0,75,79,0,0,29,103,0,0,12,92,0,14,3,87,0,18,0,86,0,46,0,86,0,107,0,43,0,0,18,6,0,0,2,1,0,0,0,0,0,0,13,0,0,16,44,0,6,6,3,0,3,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,69,0,15,3,71,0,7,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,16,0,12,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/nta/nta5.jpg,nta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,95,0,3,7,135,3,38,5,114,9,45,8,76,4,32,4,42,4,13,2,31,3,6,1,15,1,25,26,41,0,6,16,49,10,28,50,46,74,37,6,43,7,38,9,66,7,36,12,82,14,27,9,111,9,8,4,0,0,5,16,0,12,15,20,0,17,0,1,0,1,0,0,0,0,1,0,2,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/nta/nta89.jpg,nta,0,45,46,0,0,48,108,0,16,14,114,0,38,0,110,0,83,0,65,0,72,0,42,0,37,0,12,0,0,60,33,0,0,13,17,0,1,2,10,0,5,0,9,0,20,0,17,0,56,0,29,0,113,0,23,0,0,3,0,0,0,0,0,0,0,1,0,1,9,17,0,5,9,9,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,23,0,5,6,104,0,28,6,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,57,0,42,1,39,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,9,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/nta/nta102.jpg,nta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,13,0,0,4,36,0,3,1,49,0,13,0,28,0,7,0,5,0,1,0,1,0,0,31,105,0,0,29,127,0,0,25,119,0,8,4,141,1,64,2,87,1,95,0,53,0,74,0,11,0,0,20,39,0,0,6,23,0,0,18,8,4,10,89,7,7,14,10,7,6,25,0,11,0,96,0,5,3,0,0,0,0,0,0,0,0,6,60,0,31,1,54,0,14,0,4,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,3,6,0,7,1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/nta/nta59.jpg,nta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,0,0,21,74,0,1,17,114,1,9,7,142,2,6,1,140,1,39,0,90,0,40,0,56,0,10,75,68,7,0,26,70,0,2,31,62,19,19,56,54,47,6,1,52,2,19,0,54,0,42,0,54,0,24,19,7,7,0,1,0,0,6,18,0,14,3,23,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/nta/nta86.jpg,nta,0,2,4,0,0,5,25,0,0,7,45,0,4,4,69,0,13,0,52,0,14,0,30,0,8,0,4,0,0,52,77,0,0,43,109,0,0,22,122,0,4,7,112,0,31,0,104,0,59,0,85,0,114,0,14,3,0,32,29,0,0,7,13,0,0,1,3,0,0,0,0,0,0,0,0,0,7,0,3,0,50,0,5,6,0,0,0,0,0,2,0,0,6,19,6,3,12,10,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,34,0,4,6,109,3,7,6,19,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,9,83,0,34,1,39,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,9,12,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/nta/nta107.jpg,nta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,11,18,0,0,25,64,0,0,11,124,0,38,0,98,0,52,0,3,0,5,0,0,0,0,47,44,0,0,72,76,0,0,38,66,0,0,10,57,0,33,1,34,0,125,0,3,0,83,0,0,2,0,57,39,0,0,15,10,0,0,2,1,0,0,22,1,7,20,47,10,32,19,1,0,2,93,1,0,17,0,3,0,0,0,0,0,0,1,14,0,4,1,99,0,21,0,44,0,13,0,1,0,2,16,3,0,6,0,0,0,0,0,0,0,0,3,19,0,9,6,47,0,9,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/nta/nta70.jpg,nta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,15,0,1,0,15,0,3,0,11,0,2,0,4,0,0,0,0,0,0,32,46,0,0,31,110,0,0,13,139,0,7,0,153,0,42,0,102,0,69,0,69,0,58,0,25,0,0,59,49,3,0,14,37,0,0,4,24,0,6,24,17,7,31,24,31,14,34,0,24,0,76,0,34,0,0,6,0,3,0,0,0,0,0,0,0,0,12,42,1,31,3,30,1,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha45.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,2,1,0,0,14,15,0,10,24,67,0,55,4,24,0,0,24,15,0,9,45,76,0,77,4,36,5,15,40,12,8,0,101,51,1,16,37,52,2,91,4,10,11,0,111,15,17,4,30,34,0,53,5,15,37,38,71,6,61,3,29,8,8,18,25,19,52,8,1,0,13,3,41,0,32,33,24,0,12,10,2,0,14,20,1,0,30,3,0,2,3,3,3,6,4,0,1,0,2,3,12,0,12,18,26,0,15,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha16.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,16,0,5,1,33,0,0,15,20,0,1,37,80,0,53,8,68,4,27,14,13,4,0,51,66,0,0,41,119,0,27,14,101,12,0,104,45,3,14,48,59,3,47,8,23,11,56,62,21,19,3,62,57,5,30,21,62,11,12,2,7,18,6,56,15,10,24,48,45,19,10,5,2,2,4,5,0,1,26,23,22,22,32,48,61,29,6,1,1,12,3,5,4,2,3,5,4,2,0,0,0,0,0,0,0,0,2,1,3,0,2,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha20.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,7,0,0,1,15,0,3,0,9,0,0,18,19,0,1,43,79,0,52,10,74,3,35,27,22,6,5,49,97,1,12,16,141,0,81,0,74,3,5,115,43,10,36,49,53,16,32,7,26,14,40,53,13,40,14,49,26,17,44,37,15,14,23,0,6,3,13,43,12,28,41,52,29,40,7,3,0,5,4,4,0,2,9,10,0,6,6,14,0,3,0,0,0,0,1,1,3,1,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha59.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,0,1,0,2,0,0,5,44,0,4,0,52,0,15,4,26,0,8,26,33,0,12,34,95,0,32,12,112,0,88,0,40,0,8,28,122,0,14,5,141,0,70,18,53,25,25,70,31,9,15,29,42,18,24,10,34,18,55,0,13,6,19,24,7,0,28,16,3,0,7,5,0,10,4,5,0,6,8,4,1,12,5,7,1,12,1,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha96.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,5,2,17,0,5,0,2,0,0,2,1,0,0,8,19,0,18,6,32,0,0,18,2,0,0,72,45,0,45,21,73,18,37,8,3,25,0,43,22,0,0,74,74,0,40,13,76,11,0,111,8,6,2,64,27,7,39,20,29,43,49,34,1,105,2,96,14,17,18,34,32,18,19,8,5,36,0,51,3,9,7,10,13,13,15,22,27,22,35,29,0,39,3,14,0,12,11,13,8,15,7,6,3,14,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha27.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,16,0,11,8,40,0,22,2,10,1,2,0,0,1,0,2,8,0,7,5,25,0,0,39,8,0,1,76,71,0,17,27,93,1,88,4,15,54,10,29,18,20,1,63,77,0,16,33,99,14,0,114,2,8,14,55,19,7,34,18,12,9,12,38,4,92,11,84,39,25,10,58,47,20,19,36,21,59,3,29,1,19,15,10,9,4,10,14,9,11,10,34,1,17,0,14,1,2,13,16,6,8,9,39,3,49,3,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha47.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,8,0,3,0,7,0,1,0,1,0,0,2,6,0,0,2,37,0,6,0,37,0,0,47,3,0,23,50,87,0,70,2,58,24,13,30,10,14,0,59,74,0,0,26,118,0,42,1,99,8,1,119,2,28,18,33,7,8,27,18,8,74,21,85,21,61,5,39,21,7,20,11,54,15,23,9,4,23,4,36,1,24,18,35,10,28,9,13,3,52,4,17,3,28,5,4,3,7,33,19,21,15,10,8,6,19,1,3,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha50.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,67,0,34,4,78,1,33,9,14,2,1,21,58,1,0,19,110,0,19,4,121,0,61,0,44,0,4,46,67,9,49,15,62,11,70,37,25,39,2,47,67,4,10,35,69,9,30,18,48,2,61,3,28,3,8,13,3,10,26,26,3,11,11,5,0,8,1,3,0,3,9,16,1,9,8,14,1,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha58.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,1,0,14,0,1,0,6,0,1,15,90,0,36,1,58,1,14,20,29,1,2,32,93,0,12,14,118,0,6,0,138,0,67,1,66,0,12,33,67,7,55,10,36,31,28,62,36,20,3,27,48,2,34,18,54,6,13,4,37,0,38,9,22,0,35,30,3,17,15,12,1,10,4,13,0,8,1,1,1,2,19,15,2,3,8,4,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha78.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,0,4,26,32,0,44,25,56,4,0,5,3,0,2,25,33,0,37,9,39,7,13,20,5,7,5,80,47,0,20,72,50,0,37,20,28,16,2,72,10,1,4,84,45,1,31,23,29,102,24,104,8,30,12,48,9,0,18,57,24,0,7,5,1,5,6,90,10,18,44,30,7,18,13,64,0,58,3,30,0,21,1,4,1,0,1,3,1,0,0,1,0,0,2,12,0,7,7,7,0,3,10,9,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha72.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,8,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,5,0,0,75,46,0,19,33,89,14,0,1,2,0,2,8,15,0,17,8,16,1,6,29,0,1,0,117,15,1,4,49,26,2,6,13,7,33,4,37,17,7,4,75,67,2,57,25,42,67,20,105,3,36,4,51,5,6,28,25,18,32,5,11,0,43,21,84,19,40,31,37,35,30,18,56,5,85,17,33,6,47,2,4,0,1,4,4,0,2,3,4,0,5,17,29,16,32,24,15,4,18,18,47,10,38,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,1,2,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha82.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,21,0,33,21,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,42,3,4,10,102,36,2,35,23,37,3,0,7,2,0,2,31,33,0,50,14,40,14,11,35,0,15,1,120,1,18,13,36,20,22,11,5,7,14,0,70,2,6,2,82,33,1,37,15,16,83,22,84,0,81,0,32,0,13,8,8,8,12,3,4,5,8,3,89,1,49,22,19,10,16,16,9,0,53,9,33,0,37,0,2,0,2,0,0,0,0,0,0,0,0,8,22,1,45,16,3,1,12,3,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha43.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,1,0,3,0,0,4,6,0,0,16,43,0,21,5,65,4,0,12,5,0,0,40,51,0,28,17,99,1,61,14,10,9,4,74,33,4,7,66,74,1,39,10,65,24,0,101,7,2,2,62,36,0,17,8,29,1,65,25,5,66,10,52,5,42,28,42,3,16,24,14,0,22,0,61,0,17,33,37,10,10,23,7,1,0,9,7,0,21,4,4,0,17,4,4,0,2,4,4,0,2,0,10,0,3,16,5,0,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha77.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,20,30,0,20,15,74,4,0,3,9,0,0,13,38,0,17,12,46,7,12,15,8,6,10,69,35,1,4,69,66,0,20,23,54,23,8,77,48,2,8,63,85,4,31,58,51,67,26,108,16,25,12,57,15,11,27,28,2,24,0,49,0,41,36,64,15,9,22,34,3,21,10,88,0,71,6,45,0,16,4,6,0,5,4,6,0,10,10,30,0,62,4,3,0,0,4,10,0,16,6,29,0,11,0,3,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha7.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,28,0,0,10,66,0,23,0,53,0,26,0,3,0,2,0,0,0,0,0,0,0,0,60,50,2,0,51,90,0,0,20,100,0,48,0,72,4,88,1,9,29,11,17,39,12,23,6,70,2,11,63,18,16,17,27,26,3,19,4,6,4,4,8,0,10,18,34,4,68,16,67,41,13,45,10,36,31,8,15,0,6,40,18,8,14,18,13,5,12,6,14,1,21,12,59,10,41,17,39,12,40,49,14,15,63,0,0,0,0,2,1,1,0,2,1,1,0,6,1,1,3,6,4,1,6,7,5,18,16,6,8,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha55.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,7,0,3,1,7,0,1,0,2,0,0,9,31,0,13,4,58,0,16,8,16,0,2,40,31,0,4,35,111,0,68,4,82,0,88,0,12,0,2,52,97,9,22,13,101,4,82,33,23,12,4,79,30,3,11,31,27,8,38,13,25,19,82,0,5,6,5,23,5,20,20,25,6,27,11,11,0,6,2,8,0,3,4,5,3,5,4,5,3,7,4,0,0,4,1,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha119.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,0,1,2,30,0,5,0,31,2,4,0,5,2,0,1,0,0,0,14,18,0,0,34,73,0,0,40,108,0,4,32,121,1,37,52,78,35,12,35,56,12,3,36,105,4,1,97,56,8,31,46,79,6,8,17,28,1,2,56,11,12,34,120,32,29,8,62,59,6,4,68,44,22,1,24,4,13,16,10,20,3,9,8,3,4,11,66,17,20,4,36,7,8,37,25,1,11,7,72,0,40,0,1,0,0,0,0,0,0,1,0,1,1,1,2,1,1,1,3,0,0,2,3,0,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha88.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,0,7,2,29,0,6,0,11,0,0,1,1,0,1,2,18,0,7,1,36,0,10,24,5,0,16,65,62,0,28,21,99,12,55,13,17,37,14,45,23,0,30,52,78,0,21,11,112,3,44,87,8,13,22,48,16,3,21,42,8,38,49,81,13,74,27,62,15,1,16,34,20,6,16,35,6,21,7,19,0,7,8,16,7,3,17,39,4,22,15,36,0,15,3,5,0,1,14,35,14,10,19,64,3,36,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha5.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,9,0,27,34,40,2,35,1,6,5,1,8,4,1,12,22,35,1,36,2,23,2,0,25,1,4,0,109,20,6,22,34,36,12,67,9,6,75,6,80,7,15,10,60,49,2,83,2,19,47,0,113,1,17,2,54,3,11,35,33,0,18,29,21,3,115,10,72,6,53,13,23,29,14,27,6,4,95,0,49,0,38,10,24,3,13,17,53,6,23,21,12,6,28,4,10,5,21,27,31,18,34,26,20,3,88,0,8,0,11,1,2,1,1,1,2,1,1,0,0,0,0,1,0,0,1,1,2,1,1,11,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/content/Crop ROI/ha/ha17.jpg,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,0,1,34,103,0,59,2,62,17,15,13,21,10,0,22,75,0,1,6,128,0,40,0,85,3,8,109,38,20,21,29,52,11,34,4,25,34,32,61,50,23,2,32,73,0,15,32,85,15,49,6,40,17,14,35,15,35,27,33,15,20,5,2,3,2,4,5,3,1,2,6,0,0,30,40,3,15,6,8,3,12,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
